submitter_name	institute_name_ror	ror_id	country	lat	lon	has_ror_match	has_coordinates	match_method	assembly_count
Center for Excellence in Molecular Plant Sciences, CAS	Center for Excellence in Molecular Plant Sciences	https://ror.org/04ew43640	China	31.22222	121.45806	true	true	affiliation_chosen	1
Center for genomic Regulation	Centre for Genomic Regulation	https://ror.org/03wyzt892	Spain	41.38879	2.15899	true	true	affiliation_chosen	1
Center for Infectious Disease Research	Center for Infectious Disease Research	https://ror.org/04jkbnw46	United States	47.60621	-122.33207	true	true	affiliation_chosen	1
Center for Information Biology, National Institute of Genetics	National Institute of Genetics	https://ror.org/02xg1m795	Japan	35.11667	138.91667	true	true	affiliation_chosen	1
CENTER FOR INTERDISCIPLINARY STUDIES IN SCIENCE AND TECHNOLOGY	Center for Interdisciplinary Studies	https://ror.org/03whr7s66	India	22.56263	88.36304	true	true	dump_contained_name	1
Center for Life in Extreme Environments at Portland State University, Portland, OR	Portland State University	https://ror.org/00yn2fy02	United States	45.52345	-122.67621	true	true	affiliation_chosen	1
Center for Marine Environmental Studies, Ehime University	Ehime University	https://ror.org/017hkng22	Japan	33.83916	132.76574	true	true	dump_segment	1
Center for Microbial Secondary Metabolites						false	false	none	1
Center for Molecular Biodiversity Research, National Museum of Nature & Science	National Museum of Nature and Science	https://ror.org/04r8tsy16	Japan	35.6895	139.69171	true	true	affiliation_chosen	1
Center for Molecular Biology of Plants (ZMBP)						false	false	none	1
Center for Northeast Asian Studies, Tohoku University	Tohoku University	https://ror.org/01dq60k83	Japan	38.26667	140.86667	true	true	affiliation_chosen	1
Center for Plant Systems Biology, VIB-Ugent	Ghent University	https://ror.org/00cv9y106	Belgium	51.05	3.71667	true	true	dump_segment	1
Center for Quantitative Genetics and Genomics						false	false	none	1
center for research in agricultural genomics (crag	Center for Research in Agricultural Genomics	https://ror.org/04tz2h245	Spain	41.38879	2.15899	true	true	affiliation_chosen	1
Center for the Biology of Nematode Parasitism, NCSU	North Carolina State University	https://ror.org/04tj63d06	United States	35.7721	-78.63861	true	true	dump_segment	1
Center of Genomics and Bioinformatics, Academy of Sciences of the Republic of Uzbekistan	Center of Genomics and Bioinformatics of the Academy of Sciences of the Republic of Uzbekistan	https://ror.org/00wv91274	Uzbekistan	41.26465	69.21627	true	true	affiliation_chosen	1
CENTRAL FORENSIC SCIENCE LABORATORY	Central Forensic Science Laboratory	https://ror.org/047qvvw08	India	28.62137	77.2148	true	true	affiliation_chosen	1
Central Institute of Freshwater Aquaculture	Central Institute of Freshwater Aquaculture	https://ror.org/041137e25	India	20.27241	85.83385	true	true	affiliation_chosen	1
Central South University of Forestry & Technology	Central South University of Forestry and Technology	https://ror.org/02czw2k81	China	28.19874	112.97087	true	true	affiliation_chosen	1
Central South University Of Forestry And Technology	Central South University of Forestry and Technology	https://ror.org/02czw2k81	China	28.19874	112.97087	true	true	affiliation_chosen	1
Central south university of forestry and technology	Central South University of Forestry and Technology	https://ror.org/02czw2k81	China	28.19874	112.97087	true	true	affiliation_chosen	1
Central Tasar Research and Training Institute, Ranchi, India	Central Tasar Research & Training Institute	https://ror.org/0502kph39	India	23.34316	85.3094	true	true	affiliation_chosen	1
Central University of Punjab Ghudda	Central University of Punjab	https://ror.org/02kknsa06	India	30.20747	74.93893	true	true	affiliation_chosen	1
Centre						false	false	none	1
Centre Balear de Biodiversitat - Universitat de les Illes Balears	Universitat de les Illes Balears	https://ror.org/03e10x626	Spain	39.56939	2.65024	true	true	affiliation_chosen	1
Centre Bioengineering RAS						false	false	none	1
Centre de Biologie pour la Gestion des Populations (CBGP - UMR1062)	Centre de Biologie pour la Gestion des Populations	https://ror.org/05h7ddb14	France	43.66806	3.85686	true	true	affiliation_chosen	1
Centre for Chemical Biology (CCB@USM)						false	false	none	1
Centre for Comparative Genomics						false	false	none	1
Centre for Crop and Disease Management, Curtin University	Curtin University	https://ror.org/02n415q13	Australia	-31.95224	115.8614	true	true	affiliation_chosen	1
Centre for DNA Fingerprinting and Diagnostics	Centre for DNA Fingerprinting and Diagnostics	https://ror.org/04psbxy09	India	17.38405	78.45636	true	true	affiliation_chosen	1
CENTRE FOR ECOLOGY AND HYDROLOGY	UK Centre for Ecology & Hydrology	https://ror.org/00pggkr55	United Kingdom	51.59982	-1.1248	true	true	affiliation_chosen	1
Centre for Ecology, Evolution and Environmental Changes (cE3c)						false	false	none	1
Centre for Functional Diversity						false	false	none	1
Centre for Genetic Manipulation of Crop Plants, University of Delhi South Campus	University of Delhi	https://ror.org/04gzb2213	India	28.62137	77.2148	true	true	affiliation_chosen	1
Centre for genomic regulation (CRG)	Centre for Genomic Regulation	https://ror.org/03wyzt892	Spain	41.38879	2.15899	true	true	affiliation_chosen	1
Centre for GeoGenetics						false	false	none	1
Centre for Marine Evolutionary Biology						false	false	none	1
CENTRE FOR RESEARCH IN AGRICULTURAL GENOMICS	Center for Research in Agricultural Genomics	https://ror.org/04tz2h245	Spain	41.38879	2.15899	true	true	dump_exact_name	1
Centre for research in agricultural Genomics	Center for Research in Agricultural Genomics	https://ror.org/04tz2h245	Spain	41.38879	2.15899	true	true	affiliation_chosen	1
Centre for research in biotechnology for agriculture (CEBAR), University of Malaya	University of Malaya	https://ror.org/00rzspn62	Malaysia	3.1412	101.68653	true	true	dump_segment	1
Centre National de Sequencage GENOSCOPE	Genoscope	https://ror.org/028pnqf58	France	48.63389	2.44417	true	true	dump_contained_name	1
Centre of Biotechnology of Sfax-Tunisia	Centre of Biotechnology of Sfax	https://ror.org/05acynk65	Tunisia	34.74056	10.76028	true	true	affiliation_chosen	1
Centre of Excellence in Biological interactions, University of Helsinki	University of Helsinki	https://ror.org/040af2s02	Finland	60.16952	24.93545	true	true	affiliation_chosen	1
Centre Scientifique de Monaco	Scientific Centre of Monaco	https://ror.org/04kptf457	Monaco	43.73718	7.42145	true	true	affiliation_chosen	1
Centro de Investigacion Cientifica de Yucatan, A.C. (CICY)	Centro de Investigación Científica de Yucatán, A.C	https://ror.org/03znw6w55	Mexico	20.967	-89.62318	true	true	affiliation_chosen	1
Centro de Investigacion Cientifica y de Educacion Superior de Ensenada	Centro de Investigación Científica y de Educación Superior de Ensenada	https://ror.org/04znhwb73	Mexico	31.87149	-116.60071	true	true	affiliation_chosen	1
Centro de investigacion de la cana de azucar de Colombia	Centro de Investigación de la Caña de Azúcar de Colombia	https://ror.org/0510ctm72	Colombia	3.3223	-76.2348	true	true	affiliation_chosen	1
Centro de Investigacion y Asistencia en Tecnologia y Diseno del Estado de Jalisco, A.C.	Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco	https://ror.org/02hgzc508	Mexico	20.67738	-103.34749	true	true	affiliation_chosen	1
Centro de Investigacion y de Estudios Avanzados del IPN (CINVESTAV)	Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional	https://ror.org/009eqmr18	Mexico	19.42847	-99.12766	true	true	dump_contained_name	1
Centro de Investigaciones Biologicas	CIUDAD	https://ror.org/000y6ah26	Ecuador	-0.22985	-78.52495	true	true	affiliation_chosen	1
Centro de Investigaciones del Banano	CIUDAD	https://ror.org/000y6ah26	Ecuador	-0.22985	-78.52495	true	true	affiliation_chosen	1
Centro de Investigaciones en Toxicologia Ambiental y Agrobiotecnologia del Comahue (CITAAC)	CIUDAD	https://ror.org/000y6ah26	Ecuador	-0.22985	-78.52495	true	true	affiliation_chosen	1
Centro Nacional de Analisis Genomico	Centro Nacional de Análisis Genómico	https://ror.org/03mynna02	Spain	41.38879	2.15899	true	true	affiliation_chosen	1
CEPAMS-SCAM						false	false	none	1
CEPLAS/University of Cologne	University of Cologne	https://ror.org/00rcxh774	Germany	50.93333	6.95	true	true	affiliation_chosen	1
Ceratosolen solmsi Genome Consortium						false	false	none	1
CERZOS-CONICET	Centro de Recursos Naturales Renovables de la Zona Semiárida	https://ror.org/02skrr217	Argentina	-38.7176	-62.26545	true	true	dump_segment	1
CFTRI	Central Food Technological Research Institute	https://ror.org/01d7fn555	India	12.29791	76.63925	true	true	query_exact	1
Chaetomium thermophilum dissitum						false	false	none	1
Changchun Institute of Applied Chemistry, Chinese Academy of Sciences	Chinese Academy of Sciences	https://ror.org/034t30j35	China	39.9075	116.39723	true	true	affiliation_chosen	1
Changnyeong county						false	false	none	1
Charite - Universitatsmedizin Berlin	Charité - Universitätsmedizin Berlin	https://ror.org/001w7jn25	Germany	52.52437	13.41053	true	true	affiliation_chosen	1
Charles University, BIOCEV	Charles University	https://ror.org/024d6js02	Czechia	50.08804	14.42076	true	true	affiliation_chosen	1
Chattogram Veterinary and Animal Sciences University	Chattogram Veterinary and Animal Sciences University	https://ror.org/045v4z873	Bangladesh	22.3384	91.83168	true	true	affiliation_chosen	1
Chengdu Botanical Garden						false	false	none	1
Chengdu Botanical Garden (Chengdu Institute of Park City Plant Research)						false	false	none	1
chengdu institute of biology, Chinese academy of sciences	Chinese Academy of Sciences	https://ror.org/034t30j35	China	39.9075	116.39723	true	true	affiliation_chosen	1
Chengdu University of TCM	Chengdu University	https://ror.org/034z67559	China	30.66667	104.06667	true	true	affiliation_chosen	1
Chiba University, Graduate School of Horticulture	Chiba University	https://ror.org/01hjzeq58	Japan	35.6	140.11667	true	true	affiliation_chosen	1
CHIC						false	false	none	1
Children's Hospital of Zhejiang University School of Medicine	Children's Hospital of Zhejiang University	https://ror.org/025fyfd20	China	30.29365	120.16142	true	true	affiliation_chosen	1
China						false	false	none	1
China Academy of Fishery Sciencey						false	false	none	1
China Agricultral University	China Agricultural University	https://ror.org/04v3ywz14	China	39.9075	116.39723	true	true	affiliation_chosen	1
China agricultureal university	China Agricultural University	https://ror.org/04v3ywz14	China	39.9075	116.39723	true	true	affiliation_chosen	1
China Agricutural University	China Agricultural University	https://ror.org/04v3ywz14	China	39.9075	116.39723	true	true	affiliation_chosen	1
China Astronaut Research and Training Center	China Astronaut Research and Training Center	https://ror.org/001ycj259	China	39.9075	116.39723	true	true	affiliation_chosen	1
China General microbial species Conservation and Management Center						false	false	none	1
China Medical University	China Medical University	https://ror.org/032d4f246	China	41.79222	123.43278	true	true	dump_exact_name	1
China National Research Institute of Food & Fermentation Industries	China National Research Institute of Food and Fermentation	https://ror.org/059nf5421	China	39.9075	116.39723	true	true	affiliation_chosen	1
China national rice research institute	China National Rice Research Institute	https://ror.org/05szcn205	China	30.29365	120.16142	true	true	affiliation_chosen	1
China sweet orange genome project						false	false	none	1
China Three Gorges University	China Three Gorges University	https://ror.org/0419nfc77	China	30.71444	111.28472	true	true	affiliation_chosen	1
China University of Petroleum	University of Petroleum	https://ror.org/02em1tr51	Indonesia	-7.80139	110.36472	true	true	dump_contained_name	1
China-USA Citrus Huanglongbing Joint Laboratory						false	false	none	1
chinese acadamy of science	Chinese Academy of Sciences	https://ror.org/034t30j35	China	39.9075	116.39723	true	true	affiliation_chosen	1
Chinese Academy of Agriculatural Sciences (IBFC, CAAS)	Chinese Academy of Agricultural Sciences	https://ror.org/0313jb750	China	39.9075	116.39723	true	true	dump_segment	1
Chinese Academy of Agricultral Sciences	Academia Sinica	https://ror.org/05bxb3784	Taiwan	25.05306	121.52639	true	true	dump_contained_name	1
Chinese Academy Of Agricultural Sciences	Chinese Academy of Agricultural Sciences	https://ror.org/0313jb750	China	39.9075	116.39723	true	true	affiliation_chosen	1
Chinese Academy of Agricultural Sciences (CAAS)	Chinese Academy of Agricultural Sciences	https://ror.org/0313jb750	China	39.9075	116.39723	true	true	affiliation_chosen	1
Chinese Academy of Agricultural Sciences ; Hua Zhong agricultural university	Huazhong Agricultural University	https://ror.org/023b72294	China	30.58333	114.26667	true	true	affiliation_chosen	1
Chinese Academy of Agricultural Sciences, Beijing, 100193, China	Chinese Academy of Agricultural Sciences	https://ror.org/0313jb750	China	39.9075	116.39723	true	true	affiliation_chosen	1
Chinese Academy of Agricultural Sciences, Beijing, China	Chinese Academy of Agricultural Sciences	https://ror.org/0313jb750	China	39.9075	116.39723	true	true	affiliation_chosen	1
Chinese Academy of Agricultural Sciences, Institute of Plant Protection	Chinese Academy of Agricultural Sciences	https://ror.org/0313jb750	China	39.9075	116.39723	true	true	affiliation_chosen	1
Chinese academy of agriculture sciences	Academia Sinica	https://ror.org/05bxb3784	Taiwan	25.05306	121.52639	true	true	affiliation_chosen	1
Chinese academy of fishery sciences	Chinese Academy of Fishery Sciences	https://ror.org/02bwk9n38	China	39.9075	116.39723	true	true	affiliation_chosen	1
Chinese Academy of Forestry Research	Chinese Academy of Forestry	https://ror.org/0360dkv71	China	39.9075	116.39723	true	true	affiliation_chosen	1
Chinese Academy of Medical Sciences, Peking Union Medical College	Chinese Academy of Medical Sciences & Peking Union Medical College	https://ror.org/02drdmm93	China	39.9075	116.39723	true	true	affiliation_chosen	1
chinese academy of science	Chinese Academy of Sciences	https://ror.org/034t30j35	China	39.9075	116.39723	true	true	affiliation_chosen	1
Chinese Academy Of Sciences	Chinese Academy of Sciences	https://ror.org/034t30j35	China	39.9075	116.39723	true	true	affiliation_chosen	1
CHINESE ACADEMY OF SCIENCES	Chinese Academy of Sciences	https://ror.org/034t30j35	China	39.9075	116.39723	true	true	affiliation_chosen	1
Chinese Academy of Sciences Centre for Excellence in Molecular Plant Sciences	Center for Excellence in Molecular Plant Sciences	https://ror.org/04ew43640	China	31.22222	121.45806	true	true	affiliation_chosen	1
Chinese Academy of Sciences, Chengdu Institute of Biology	Chengdu Institute of Biology	https://ror.org/04w5etv87	China	30.66667	104.06667	true	true	affiliation_chosen	1
Chinese Academy of Sciences, Xuena Huang	Chinese Academy of Sciences	https://ror.org/034t30j35	China	39.9075	116.39723	true	true	affiliation_chosen	1
Chinese Academy of Tropical Agricultural Sciences (CATAS)	Chinese Academy of Tropical Agricultural Sciences	https://ror.org/003qeh975	China	20.03421	110.34651	true	true	affiliation_chosen	1
Chinese Center for Disease Control and Prevention	Chinese Center For Disease Control and Prevention	https://ror.org/04wktzw65	China	39.9075	116.39723	true	true	affiliation_chosen	1
Chinese Human Genome Center at Shanghai						false	false	none	1
ChineseAcademyof Agricultural Sciences	Chinese Academy of Agricultural Sciences	https://ror.org/0313jb750	China	39.9075	116.39723	true	true	dump_compact	1
Chittagong Veterinary and Animal Sciences University	Chattogram Veterinary and Animal Sciences University	https://ror.org/045v4z873	Bangladesh	22.3384	91.83168	true	true	affiliation_chosen	1
CHO Genome Community						false	false	none	1
Chongqing Landscape and Gardening Research Institute						false	false	none	1
Chongqing University	Chongqing University	https://ror.org/023rhb549	China	29.56026	106.55771	true	true	affiliation_chosen	1
Chongqing University of Arts & Sciences	Chongqing University of Arts and Sciences	https://ror.org/01rcvq140	China	29.56026	106.55771	true	true	affiliation_chosen	1
Chongqing University of Arts and Sciences	Chongqing University of Arts and Sciences	https://ror.org/01rcvq140	China	29.56026	106.55771	true	true	affiliation_chosen	1
Chosun University	Chosun University	https://ror.org/01zt9a375	South Korea	35.15472	126.91556	true	true	affiliation_chosen	1
Christian Medical College	Christian Medical College	https://ror.org/01vj9qy35	India	30.91204	75.85379	true	true	affiliation_chosen	1
Christian-Albrechts University						false	false	none	1
Chung-ang university	Chung-Ang University	https://ror.org/01r024a98	South Korea	37.566	126.9784	true	true	affiliation_chosen	1
Chung-Ang Univiersity						false	false	none	1
Chungnam national university	Chungnam National University	https://ror.org/0227as991	South Korea	36.34913	127.38493	true	true	affiliation_chosen	1
chungnam national university	Chungnam National University	https://ror.org/0227as991	South Korea	36.34913	127.38493	true	true	affiliation_chosen	1
Chuo University	Chuo University	https://ror.org/03qvqb743	Japan	35.65583	139.32389	true	true	affiliation_chosen	1
CHUZHOU UNIVERSITY	Chuzhou University	https://ror.org/037663q52	China	32.32194	118.29778	true	true	affiliation_chosen	1
CIATEJ	Centro de Investigación y Asistencia en Tecnología y Diseño del Estado de Jalisco	https://ror.org/02hgzc508	Mexico	20.67738	-103.34749	true	true	query_exact	1
CIATEJ-IBT UNAM						false	false	none	1
CIBIO/InBIO Research Center in Biodiversity and Genetic Resources	Centro de Investigação em Biodiversidade e Recursos Genéticos	https://ror.org/0476hs695	Portugal	41.14961	-8.61099	true	true	affiliation_chosen	1
CIBIO/InBIO- University of Porto	Universidade do Porto	https://ror.org/043pwc612	Portugal	41.1485	-8.61097	true	true	affiliation_chosen	1
CIBNOR	Centro de Investigaciones Biológicas del Noroeste S.C.	https://ror.org/03g1fnq23	Mexico	24.14231	-110.31316	true	true	query_exact	1
CIDEFI	Centro de Investigaciones en Fitopatologías	https://ror.org/039ywxz78	Argentina	-34.92126	-57.95442	true	true	query_exact	1
cimus	Center for Research in Molecular Medicine and Chronic Diseases	https://ror.org/0280bnq76	Spain	42.88052	-8.54569	true	true	query_exact	1
CINVESTAV IPN	Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional	https://ror.org/009eqmr18	Mexico	19.42847	-99.12766	true	true	dump_exact_name	1
CIRI-Inserm-U1111	Centre International de Recherche en Infectiologie	https://ror.org/059sz6q14	France	45.74906	4.84789	true	true	dump_segment	1
Citrus Pest and Disease Green Control Center						false	false	none	1
Citrus research and education center, University of Florida	University of Florida	https://ror.org/02y3ad647	United States	29.65163	-82.32483	true	true	affiliation_chosen	1
Citrus Research Institute, Southwest University/Chinese Academy of Agricultural Sciences	Chinese Academy of Agricultural Sciences	https://ror.org/0313jb750	China	39.9075	116.39723	true	true	affiliation_chosen	1
Claude dePamphilis Lab, Penn State University	Pennsylvania State University	https://ror.org/04p491231	United States	40.79339	-77.86	true	true	affiliation_chosen	1
Clemson University Genomics Institute	Clemson University	https://ror.org/037s24f05	United States	34.68344	-82.83737	true	true	affiliation_chosen	1
Clermont Universite, Universite Blaise Pascal, CNRS UMR 6023	Laboratoire Microorganismes Génome et Environnement	https://ror.org/020ahr442	France	45.75082	3.11078	true	true	affiliation_chosen	1
Clinical Medicine, University of Tsukuba	University of Tsukuba	https://ror.org/02956yf07	Japan	36.08333	140.11667	true	true	affiliation_chosen	1
CNR	National Research Council	https://ror.org/04zaypm56	Italy	41.89193	12.51133	true	true	dump_exact_acronym	1
CNR Institute of Biosciences and Bioresources	Institute of Biosciences and Bioresources	https://ror.org/01gtsa866	Italy	41.12066	16.86982	true	true	affiliation_chosen	1
CNRS - Sorbonne Universite	Sorbonne Université	https://ror.org/02en5vm52	France	48.85341	2.3488	true	true	affiliation_chosen	1
CNRS - Sorbonne University	Sorbonne Université	https://ror.org/02en5vm52	France	48.85341	2.3488	true	true	affiliation_chosen	1
CNRS - Universite de Montpellier	Université de Montpellier	https://ror.org/051escj72	France	43.61093	3.87635	true	true	affiliation_chosen	1
CNRS / Universite Paris Sacley	Centre National de la Recherche Scientifique	https://ror.org/02feahw73	France	48.85341	2.3488	true	true	dump_segment	1
CNRS-AMU	Centre National de la Recherche Scientifique	https://ror.org/02feahw73	France	48.85341	2.3488	true	true	dump_segment	1
Coccidioides Genome Resources Consortium; The Broad Institute Genome Sequencing Platform	Broad Institute	https://ror.org/05a0ya142	United States	42.3751	-71.10561	true	true	affiliation_chosen	1
Cochin University of Science and Technology	Cochin University of Science and Technology	https://ror.org/00a4kqq17	India	9.93988	76.26022	true	true	affiliation_chosen	1
Collage of Life Science						false	false	none	1
College of Agriculture						false	false	none	1
College of Agriculture and Biotechnology, Zhejiang University	Zhejiang University	https://ror.org/00a2xv884	China	30.29365	120.16142	true	true	affiliation_chosen	1
College of Agronomy, Henan Agricultural University	Henan Agricultural University	https://ror.org/04eq83d71	China	34.75778	113.64861	true	true	affiliation_chosen	1
College of Agronomy, Henan University of Science and Technology	Henan University of Science and Technology	https://ror.org/05d80kz58	China	34.68361	112.45361	true	true	affiliation_chosen	1
College of Bioscience and Biotechnology , Chubu University	Chubu University	https://ror.org/02sps0775	Japan	35.24762	136.97229	true	true	affiliation_chosen	1
College of Charleston	College of Charleston	https://ror.org/00390t168	United States	32.77657	-79.93092	true	true	affiliation_chosen	1
College of Chemistry and Chemical Engineering	Engineering (Italy)	https://ror.org/045s9b323	Italy	41.89193	12.51133	true	true	dump_contained_name	1
College of Fisheries, RLBCAU	Rani Lakshmi Bai Central Agricultural University, Jhansi	https://ror.org/00jxdjq56	India	25.35523	78.42523	true	true	dump_segment	1
College of Fisheries, RLBCAU, Datia	Rani Lakshmi Bai Central Agricultural University, Jhansi	https://ror.org/00jxdjq56	India	25.35523	78.42523	true	true	dump_segment	1
College of Forestry and Landscape Architecture, South China Agricultural University	South China Agricultural University	https://ror.org/05v9jqt67	China	23.11667	113.25	true	true	affiliation_chosen	1
College of Grassland Science						false	false	none	1
College of Horticulture						false	false	none	1
College of Horticulture and Forestry Science						false	false	none	1
College of life science						false	false	none	1
College of Life Science, Guangxi Normal University	Guangxi Normal University	https://ror.org/02frt9q65	China	25.28022	110.29639	true	true	affiliation_chosen	1
College of Life Science, Northeast Forestry University, Harbin	Northeast Forestry University	https://ror.org/02yxnh564	China	45.75	126.65	true	true	affiliation_chosen	1
College of life sciences, Langfang normal university	Langfang Normal University	https://ror.org/05kyq2m47	China	39.52079	116.71471	true	true	affiliation_chosen	1
College of Life Sciences, Wuhan University	Wuhan University	https://ror.org/033vjfk17	China	30.58333	114.26667	true	true	affiliation_chosen	1
College of Marine Life Sciences, Ocean University of China	Ocean University of China	https://ror.org/04rdtx186	China	36.06488	120.38042	true	true	affiliation_chosen	1
College of Ocean and Earth Sciences, Xiamen University	Xiamen University	https://ror.org/00mcjh785	China	24.47979	118.08187	true	true	affiliation_chosen	1
College of Pharmacy and Biological Engineering	Engineering (Italy)	https://ror.org/045s9b323	Italy	41.89193	12.51133	true	true	dump_contained_name	1
College of Plant Protection						false	false	none	1
college of science						false	false	none	1
College of Veterinary Medicine, Sichuan Agricultural University	Sichuan Agricultural University	https://ror.org/0388c3403	China	29.98521	102.999	true	true	affiliation_chosen	1
College of Veterinary Medicine,Inner Mongolia Agricultural University,China	Inner Mongolia Agricultural University	https://ror.org/015d0jq83	China	40.81056	111.65222	true	true	affiliation_chosen	1
Colombian Oil palm Research Center, Cenipalma	Palm Research Center	https://ror.org/0198za406	Indonesia	3.58333	98.66667	true	true	dump_contained_name	1
Colorado School of Mines	Colorado School of Mines	https://ror.org/04raf6v53	United States	39.75554	-105.2211	true	true	affiliation_chosen	1
Colorado State U						false	false	none	1
Columbia						false	false	none	1
Comav-UPV						false	false	none	1
Commonwealth Scientific and Industrial Research Organisation	Commonwealth Scientific and Industrial Research Organisation	https://ror.org/03qn8fb07	Australia	-35.28346	149.12807	true	true	affiliation_chosen	1
Community-Consensus Arabidopsis Thaliana Reference Genome Assembly Consortium						false	false	none	1
Complete Genomics	Complete Genomics (United States)	https://ror.org/0046r4y62	United States	37.38605	-122.08385	true	true	dump_exact_name	1
Computational Biology Research Center (CBRC), National Institute of Advanced Industrial Science and Technology (AIST)	National Institute of Advanced Industrial Science and Technology	https://ror.org/01703db54	Japan	36.08333	140.11667	true	true	affiliation_chosen	1
Computational Genomics Laboratory - University of Brasilia (UnB) - Brazil	Universidade de Brasília	https://ror.org/02xfp8v59	Brazil	-15.77972	-47.92972	true	true	affiliation_chosen	1
COMSATS University Islamabad	COMSATS University Islamabad	https://ror.org/00nqqvk19	Pakistan	33.72148	73.04329	true	true	affiliation_chosen	1
COMSATS University Tarlai Islamabad						false	false	none	1
CONACYT-Instituto Tecnologico de Sonora	Sonora Institute of Technology	https://ror.org/01v10fv91	Mexico	27.48642	-109.94083	true	true	affiliation_chosen	1
concordia university	Concordia University	https://ror.org/0420zvk78	Canada	45.50884	-73.58781	true	true	dump_exact_name	1
Consejo Superior de Investigaciones Cientificas (CSIC)	Consejo Superior de Investigaciones Científicas	https://ror.org/02gfc7t72	Spain	40.4165	-3.70256	true	true	affiliation_chosen	1
ConSERT						false	false	none	1
Consortium for Plant Invasion Genomics (CPING)						false	false	none	1
Consortium Research Platform on Genmics, ICAR, India	Indian Council of Agricultural Research	https://ror.org/04fw54a43	India	28.62137	77.2148	true	true	dump_segment	1
Consortium Research Platform on Genomics						false	false	none	1
Consultative Group for International Agricultural Research Program on rice-agrifood systems	CGIAR	https://ror.org/04c4bm785	France	43.61093	3.87635	true	true	affiliation_chosen	1
Contact Gloria Abad Z, USDA-APHIS-PPQ-S&T						false	false	none	1
Contact Kurt Zeller, USDA-APHIS-PPQ-S&T						false	false	none	1
Cornell University Reed Lab	Cornell University	https://ror.org/05bnh6r87	United States	42.44063	-76.49661	true	true	affiliation_chosen	1
Cornell University, Psychology, Ophir	Cornell University	https://ror.org/05bnh6r87	United States	42.44063	-76.49661	true	true	affiliation_chosen	1
Corporacion Colombiana de Investigacion Agropecuaria (AGROSAVIA)	Colombian Corporation for Agricultural Research - AGROSAVIA	https://ror.org/03d0jkp23	Colombia	4.70592	-74.23021	true	true	affiliation_chosen	1
Corporacion Colombiana de Investigacion Agropecuaria AGROSAVIA	Colombian Corporation for Agricultural Research - AGROSAVIA	https://ror.org/03d0jkp23	Colombia	4.70592	-74.23021	true	true	affiliation_chosen	1
Corteva Agriscience, Agriculture Division of DowDuPont	Corteva (United States)	https://ror.org/02pm1jf23	United States	39.74595	-75.54659	true	true	affiliation_chosen	1
Country College of Forestry and Biotechnology						false	false	none	1
Course in Ecological Genetics Graduate School of Environmental Science, Hokkaido University	Hokkaido University	https://ror.org/02e16g702	Japan	43.06667	141.35	true	true	affiliation_chosen	1
Cowpea Modern Breeding Consortium						false	false	none	1
CPCRI	Central Plantation Crops Research Institute	https://ror.org/052afrt88	India	12.49838	74.98959	true	true	query_exact	1
CRANFIELD UNIVERSITY	Cranfield University	https://ror.org/05cncd958	United Kingdom	52.06869	-0.60884	true	true	affiliation_chosen	1
CREA	Consiglio per la ricerca in agricoltura e l’analisi dell’economia agraria	https://ror.org/0327f2m07	Italy	41.89193	12.51133	true	true	dump_exact_acronym	1
CREA-Research Centre for Genomics and Bioinformatics						false	false	none	1
CRI-FEM						false	false	none	1
CRIBI Genomics University of Padova	University of Padua	https://ror.org/00240q980	Italy	45.40797	11.88586	true	true	affiliation_chosen	1
Crop Research Institute	Czech Agrifood Research Center	https://ror.org/0436mv865	Czechia	50.08804	14.42076	true	true	affiliation_chosen	1
Crop Research Institute, Guangdong Academy of Agricultural Sciences, Guangdong Provincial Key Labora	Guangdong Academy of Agricultural Sciences	https://ror.org/01rkwtz72	China	25.25104	113.48015	true	true	affiliation_chosen	1
Crops Research Institute, Guangdong Academy of Agricultural Sciences	Guangdong Academy of Agricultural Sciences	https://ror.org/01rkwtz72	China	25.25104	113.48015	true	true	affiliation_chosen	1
CRP on Genomics of ICAR, New Delhi						false	false	none	1
Cryptocapture						false	false	none	1
CSIR Central Drug Research Institute Lucknow	Central Drug Research Institute	https://ror.org/04t8qjg16	India	26.83928	80.92313	true	true	affiliation_chosen	1
CSIR Insitute of Genomics and Integrative Biology	Institute of Genomics and Integrative Biology	https://ror.org/05ef28661	India	28.65195	77.23149	true	true	affiliation_chosen	1
CSIR NEERI						false	false	none	1
CSIR-IHBT PALAMPUR	Institute of Himalayan Bioresource Technology	https://ror.org/03xcn0p72	India	32.11453	76.55681	true	true	dump_contained_name	1
CSIR-IIP	Indian Institute of Petroleum	https://ror.org/04gavx394	India	30.32443	78.03392	true	true	query_exact	1
CSIR-Indian Institute of Petroleum	Indian Institute of Petroleum	https://ror.org/04gavx394	India	30.32443	78.03392	true	true	affiliation_chosen	1
CSIR-Institute of Himalayan Bioresource Technology	Institute of Himalayan Bioresource Technology	https://ror.org/03xcn0p72	India	32.11453	76.55681	true	true	affiliation_chosen	1
CSIR-Institute of Himalayan Bioresource Technology, India	Institute of Himalayan Bioresource Technology	https://ror.org/03xcn0p72	India	32.11453	76.55681	true	true	affiliation_chosen	1
